country;country isocode;year;DD regime;DD category;Democracy;Presidential;countrycode;No. of chambers in parliament;proportional voting;Election system;No. of members in lower house;No. of members in upper house;No. of members in third house;New constitution;fullsuffrage;Suffrage restriction;electoral;Details;;;Self-governing
Timor-Leste;TLS;1992;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1993;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1994;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1995;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1996;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1997;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1998;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;1999;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;2000;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;2001;;Part of Indonesia;0;0;186;;;;;;;;;;;;;;
Timor-Leste;TLS;2002;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;1;1;;3;;;;
Timor-Leste;TLS;2003;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2004;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2005;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2006;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2007;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2008;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2009;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2010;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2011;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2012;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2013;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2014;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2015;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2016;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2017;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2018;1;Mixed democratic;1;1;186;1;1;PR / FPTP;65;;;0;1;;3;;;;
Timor-Leste;TLS;2019;1;Mixed democratic;1;;;;;;;;;;1;;3;;;;
Timor-Leste;TLS;2020;1;Mixed democratic;1;;;;;;;;;;1;;3;;;;
Togo;TGO;1950;;UN Trust Territory administered by France;0;0;187;1;1;Election in two colleges;30;;;0;0;;2;Representative Assembly: 6 elected by French citizens, 24 by non-citizens;;;0
Togo;TGO;1951;;UN Trust Territory administered by France;0;0;187;1;1;Election in two colleges;30;;;0;0;;2;Representative Assembly: 6 elected by French citizens, 24 by non-citizens;;;0
Togo;TGO;1952;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;30;;;0;0;;2;Representative Assembly: all elected;;;0
Togo;TGO;1953;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;30;;;0;0;;2;Representative Assembly: all elected;;;0
Togo;TGO;1954;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;30;;;0;0;;2;Representative Assembly: all elected;;;0
Togo;TGO;1955;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;30;;;0;0;;2;Representative Assembly: all elected;;;1
Togo;TGO;1956;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;30;;;1;0;;2;Representative Assembly: all elected;;;1
Togo;TGO;1957;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;30;;;0;0;;2;Representative Assembly: all elected;;;1
Togo;TGO;1958;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;46;;;0;1;;2;Assemblee Territorial: all elected;;;1
Togo;TGO;1959;;UN Trust Territory administered by France;0;0;187;1;0;Some form of FPTP;46;;;0;1;;2;Assemblee Territorial: all elected;;;1
Togo;TGO;1960;3;Civilian dictatorship;0;1;187;1;0;Some form of FPTP;46;;;1;1;;2;Assemblee Territorial: all elected;;;
Togo;TGO;1961;3;Civilian dictatorship;0;1;187;1;;;52;;;1;1;;1;;;;
Togo;TGO;1962;3;Civilian dictatorship;0;1;187;;;;;;;0;1;;1;;;;
Togo;TGO;1963;3;Civilian dictatorship;0;1;187;1;0;Some form of FPTP;56;;;1;1;;1;;;;
Togo;TGO;1964;3;Civilian dictatorship;0;1;187;1;0;Some form of FPTP;56;;;0;1;;1;;;;
Togo;TGO;1965;3;Civilian dictatorship;0;1;187;1;0;Some form of FPTP;56;;;0;1;;1;;;;
Togo;TGO;1966;3;Civilian dictatorship;0;1;187;1;0;Some form of FPTP;56;;;0;1;;1;;;;
Togo;TGO;1967;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1968;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1969;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1970;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1971;4;Military dictatorship;0;1;187;;;;;;;1;1;;0;;;;
Togo;TGO;1972;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1973;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1974;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1975;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1976;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1977;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1978;4;Military dictatorship;0;1;187;;;;;;;0;1;;0;;;;
Togo;TGO;1979;4;Military dictatorship;0;1;187;;;;;;;1;1;;0;;;;
Togo;TGO;1980;4;Military dictatorship;0;1;187;1;0;Single list of candidates;67;;;0;1;;1;;;;
Togo;TGO;1981;4;Military dictatorship;0;1;187;1;0;Single list of candidates;67;;;0;1;;1;;;;
Togo;TGO;1982;4;Military dictatorship;0;1;187;1;0;Single list of candidates;67;;;0;1;;1;;;;
Togo;TGO;1983;4;Military dictatorship;0;1;187;1;0;Single list of candidates;67;;;0;1;;1;;;;
Togo;TGO;1984;4;Military dictatorship;0;1;187;1;0;Single list of candidates;67;;;0;1;;1;;;;
Togo;TGO;1985;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1986;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1987;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1988;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1989;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1990;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1991;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1992;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;0;1;;1;;;;
Togo;TGO;1993;4;Military dictatorship;0;1;187;1;0;Single-seat constituency;77;;;1;1;;1;;;;
Togo;TGO;1994;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;1995;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;1996;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;1997;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;1998;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;1999;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;2000;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;2001;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;2002;4;Military dictatorship;0;1;187;1;0;Two-round FPTP;81;;;0;1;;2;;;;
Togo;TGO;2003;4;Military dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2004;4;Military dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2005;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2006;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2007;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2008;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2009;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2010;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2011;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2012;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2013;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;81;;;0;1;;2;;;;
Togo;TGO;2014;3;Civilian dictatorship;0;1;187;1;1;Party list proportional representation;91;;;0;1;;2;;;;
Togo;TGO;2015;3;Civilian dictatorship;0;1;187;2;1;Party list proportional representation;91;;;0;1;;2;;;;
Togo;TGO;2016;3;Civilian dictatorship;0;1;187;2;1;Party list proportional representation;91;;;0;1;;2;;;;
Togo;TGO;2017;3;Civilian dictatorship;0;1;187;2;1;Party list proportional representation;91;;;0;1;;2;;;;
Togo;TGO;2018;3;Civilian dictatorship;0;1;187;2;1;Party list proportional representation;91;;;0;1;;2;;;;
Togo;TGO;2019;3;Civilian dictatorship;0;;;;;;;;;;1;;2;;;;
Togo;TGO;2020;3;Civilian dictatorship;0;;;;;;;;;;1;;2;;;;
Tonga;TON;1950;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction, only male suffrage;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1951;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1952;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1953;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1954;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1955;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1956;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1957;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1958;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1959;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1960;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1961;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1962;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1963;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1964;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1965;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1966;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1967;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1968;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1969;;British protected state;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: Speaker, 7 officials (ministers), 7 elected, 7 elected by nobles;;;1
Tonga;TON;1970;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1971;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1972;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1973;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1974;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1975;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1976;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1977;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1978;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1979;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1980;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1981;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1982;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1983;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1984;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1985;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1986;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;22;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 8 officials (ministers), 7 elected, 7 elected by nobles;;;
Tonga;TON;1987;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1988;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1989;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1990;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1991;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1992;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1993;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1994;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1995;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1996;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1997;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1998;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;1999;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2000;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2001;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2002;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2003;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2004;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;29;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: King, 10 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2005;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;30;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 12 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2006;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;30;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 12 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2007;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;30;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 12 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2008;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;30;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 12 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2009;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;30;;;0;0;Wealth and literacy restriction;2;Legislative Assembly: 12 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2010;5;Royal dictatorship;0;0;188;1;0;FPTP and appointed;30;;;0;1;;2;Legislative Assembly: 12 officials (ministers), 9 elected, 9 elected by nobles;;;
Tonga;TON;2011;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2012;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2013;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2014;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2015;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2016;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2017;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2018;0;Parliamentary democracy;1;0;188;1;0;FPTP and appointed;26;;;0;1;;3;Legislative Assembly: 17 elected, 9 elected by nobles;;;
Tonga;TON;2019;0;Parliamentary democracy;1;;;;;;;;;;1;;3;;;;
Tonga;TON;2020;0;Parliamentary democracy;1;;;;;;;;;;1;;3;;;;
Trinidad &Tobago;TTO;1950;;Crown Colony;1;0;189;1;0;FPTP;18;;;0;1;;3;Legislative Council: 9 appointed, 9 elected members;;;0
Trinidad &Tobago;TTO;1951;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1952;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1953;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1954;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1955;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1956;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1957;;Crown Colony;1;0;189;1;0;FPTP;27;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 18 elected members;;;0
Trinidad &Tobago;TTO;1958;;Colony within the West Indies Federation;1;0;189;1;0;FPTP;33;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 24 elected members;;;1
Trinidad &Tobago;TTO;1959;;Colony within the West Indies Federation;1;0;189;1;0;FPTP;33;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 24 elected members;;;1
Trinidad &Tobago;TTO;1960;;Colony within the West Indies Federation;1;0;189;1;0;FPTP;33;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 24 elected members;;;1
Trinidad &Tobago;TTO;1961;;Colony within the West Indies Federation;1;0;189;1;0;FPTP;33;;;0;1;;3;Legislative Council: Speaker, 3 ex officio, 5 appointed, 24 elected members;;;1
Trinidad &Tobago;TTO;1962;;Crown Colony;1;0;189;2;0;FPTP;30;21;;1;1;;3;;;;1
Trinidad &Tobago;TTO;1963;0;Parliamentary democracy;1;0;189;2;0;FPTP;30;21;;0;1;;3;;;;
Trinidad &Tobago;TTO;1964;0;Parliamentary democracy;1;0;189;2;0;FPTP;30;21;;0;1;;3;;;;
Trinidad &Tobago;TTO;1965;0;Parliamentary democracy;1;0;189;2;0;FPTP;30;21;;0;1;;3;;;;
Trinidad &Tobago;TTO;1966;0;Parliamentary democracy;1;0;189;2;0;FPTP;30;21;;0;1;;3;;;;
